LANStream starting on http://0.0.0.0:8090  (local: http://localhost:8090)
INFO:     127.0.0.1:52858 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:54159 - "GET /api/watchlist/shows/1/status HTTP/1.1" 200 OK
INFO:     127.0.0.1:62184 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:54298 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:61194 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:58391 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:50194 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:56896 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:60446 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:51864 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:62765 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:62089 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:64935 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:61607 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:56208 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:60774 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:55018 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:55019 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:55017 - "GET /api/shows/2 HTTP/1.1" 200 OK
INFO:     127.0.0.1:55020 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:56524 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:55022 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:52596 - "GET /api/shows/2 HTTP/1.1" 200 OK
INFO:     127.0.0.1:52595 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:51024 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:51023 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:51022 - "GET /api/shows/2 HTTP/1.1" 200 OK
INFO:     127.0.0.1:51025 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:51027 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:51029 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:64253 - "GET /api/shows/2 HTTP/1.1" 200 OK
INFO:     127.0.0.1:64255 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:60283 - "GET /api/health HTTP/1.1" 200 OK
INFO:     127.0.0.1:60284 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:52193 - "GET /api/health HTTP/1.1" 200 OK
INFO:     127.0.0.1:52195 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:50776 - "GET /api/disk-usage HTTP/1.1" 200 OK
INFO:     127.0.0.1:58626 - "GET /api/disk-usage HTTP/1.1" 200 OK
INFO:     127.0.0.1:65135 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:65137 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:65138 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:65140 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:65142 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:65144 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:49675 - "GET /api/media/TV%20Shows/Counterpart/poster.jpg HTTP/1.1" 200 OK
INFO:     127.0.0.1:49673 - "GET /api/media/TV%20Shows/From/poster.jpg HTTP/1.1" 200 OK
INFO:     127.0.0.1:58098 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:49674 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:61402 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:61403 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:61404 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:61406 - "GET /api/progress/continue-watching HTTP/1.1" 200 OK
INFO:     127.0.0.1:61408 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:61410 - "GET /api/shows HTTP/1.1" 200 OK
INFO:     127.0.0.1:50357 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:64208 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:56568 - "GET /api/settings HTTP/1.1" 200 OK
INFO:     127.0.0.1:56574 - "GET /api/episodes/3 HTTP/1.1" 200 OK
INFO:     127.0.0.1:56576 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:56580 - "GET /api/movies HTTP/1.1" 200 OK
INFO:     127.0.0.1:56579 - "GET /api/episodes/3 HTTP/1.1" 200 OK
INFO:     127.0.0.1:56578 - "GET /api/shows HTTP/1.1" 200 OK
